,PaperId,PaperRank,Doi,DocType,PaperTitle,OriginalTitle,BookTitle,Year,Date,OnlineDate,Publisher,JournalId,ConferenceSeriesId,ConferenceInstanceId,Volume,Issue,FirstPage,LastPage,ReferenceCount,PaperCitationCount,EstimatedCitation,OriginalVenue,FamilyId,FamilyRank,N/A,CreatedDate,AuthorId,AffiliationId,AuthorSequenceNumber,OriginalAuthor,OriginalAffiliation,Rank,NormalizedName,DisplayName,LastKnownAffiliationId,PaperCount,AuthorCitationCount,Unknown,CreateDate
39,1963531906,21836,10.1016/S0176-2680(00)00008-2,Journal,spatial models of logrolling in the european union,Spatial models of logrolling in the European Union,,2000,2000-11-01,2000-11-14,North-Holland,100134864.0,,,16.0,4.0,707.0,737.0,29,18,18,European Journal of Political Economy,,,,2016-06-24,2483456329.0,99464096.0,1.0,Christophe Crombez,"Department of Economics, University of Leuven, Naamsestraat 69, 3000 Leuven, Belgium",15866.0,christophe crombez,Christophe Crombez,99464096.0,83.0,69.0,1172.0,2016-08-23
40,1985337978,33916,10.1086/253257,Journal,the causes of and antidote for industrial unrest,The Causes of and Antidote for Industrial Unrest,,1920,1920-03-01,,The University of Chicago Press,95323914.0,,,28.0,3.0,219.0,239.0,0,0,0,Journal of Political Economy,,,,2016-06-24,2640694686.0,,1.0,Horace B. Drury,,20003.0,horace b drury,Horace B. Drury,,2.0,2.0,1.0,2017-06-30
41,2090835885,27439,10.1086/255584,Journal,elements of a theory of inventory,Elements of a Theory of Inventory,,1940,1940-08-01,,The University of Chicago Press,95323914.0,,,48.0,4.0,465.0,485.0,0,14,14,Journal of Political Economy,,,,2016-06-24,2652779068.0,,1.0,E. S. Shaw,,17502.0,e s shaw,E. S. Shaw,,1.0,1.0,14.0,2017-06-30
42,2032566188,32195,10.1086/255144,Journal,a comment concerning the new plea for basing point monopoly,"A Comment Concerning ""The New Plea for Basing-Point Monopoly""",,1937,1937-12-01,,The University of Chicago Press,95323914.0,,,45.0,6.0,817.0,817.0,0,0,0,Journal of Political Economy,,,,2016-06-24,2703738005.0,,1.0,Ralph J. Watkins,,21226.0,ralph j watkins,Ralph J. Watkins,,1.0,1.0,0.0,2017-06-30
43,2126563939,20611,10.1086/669681,Journal,moneyspots extraneous attributes and the coexistence of money and interest bearing nominal bonds,Moneyspots: Extraneous Attributes and the Coexistence of Money and Interest-Bearing Nominal Bonds,,2013,2013-02-01,,"University of Chicago PressChicago, IL",95323914.0,,,121.0,1.0,127.0,185.0,18,9,9,Journal of Political Economy,,,,2016-06-24,2462610183.0,,1.0,Ricardo Lagos,,14983.0,ricardo lagos,Ricardo Lagos,57206974.0,103.0,53.0,3152.0,2016-07-22
44,1990211169,31230,10.1086/256403,Journal,dr mayer on postwar national income a reply,Dr. Mayer on Postwar National Income: A Reply,,1946,1946-10-01,,The University of Chicago Press,95323914.0,,,54.0,5.0,454.0,454.0,0,0,0,Journal of Political Economy,,,,2016-06-24,2639889430.0,,1.0,Joseph Mayer,,20533.0,joseph mayer,Joseph Mayer,,2.0,2.0,0.0,2017-06-30
45,1975928824,26140,10.1086/256582,Journal,a reconsideration of the marginal productivity theory,A Reconsideration of the Marginal Productivity Theory,,1947,1947-10-01,,The University of Chicago Press,95323914.0,,,55.0,5.0,450.0,458.0,0,31,31,Journal of Political Economy,,,,2016-06-24,2693715483.0,,1.0,M. W. Reder,,18144.0,m w reder,M. W. Reder,,1.0,1.0,31.0,2017-06-30
46,2009369361,29612,10.1111/J.1467-9485.1972.TB00511.X,Journal,one hundred years ago at edinburgh or plus ca change,ONE HUNDRED YEARS AGO AT EDINBURGH—OR PLUS ÇA CHANGE⃛*,,1972,1972-02-01,2007-10-09,Blackwell Publishing Ltd,111496547.0,,,19.0,1.0,100.0,100.0,0,0,0,Scottish Journal of Political Economy,,,,2016-06-24,2641729272.0,,1.0,I. G. Stewart,,21226.0,i g stewart,I. G. Stewart,,1.0,1.0,0.0,2017-06-30
47,2085088945,31328,10.1086/253855,Journal,tendencies in swedish economics,Tendencies in Swedish Economics,,1927,1927-06-01,,The University of Chicago Press,95323914.0,,,35.0,3.0,343.0,363.0,0,3,3,Journal of Political Economy,,,,2016-06-24,2723092830.0,,1.0,Bertil Ohlin,,21042.0,bertil ohlin,Bertil Ohlin,,1.0,1.0,3.0,2017-06-30
48,3016433084,24459,10.1590/0101-31572020-3116,,the iconomics of new developmentalism,The Iconomics of New Developmentalism,,2020,2020-04-17,2020-06-01,Centro de Economia Política,,,,40.0,2.0,398.0,404.0,0,0,0,Brazilian Journal of Political Economy,,,,2020-04-24,,,,,,,,,,,,,
49,1993338851,33340,10.1086/250473,Journal,the production of gold since 1850,The Production of Gold Since 1850,,1897,1897-12-01,,The University of Chicago Press,95323914.0,,,6.0,1.0,1.0,26.0,0,8,8,Journal of Political Economy,,,,2016-06-24,2674165729.0,,1.0,Edward Sherwood Meade,,19414.0,edward sherwood meade,Edward Sherwood Meade,,4.0,4.0,10.0,2017-06-30
50,2038244249,24292,10.1086/260624,Journal,reply pollak and wachter on the household production approach,"Reply: ""Pollak and Wachter on the Household Production Approach""",,1977,1977-10-01,,The University of Chicago Press,95323914.0,,,85.0,5.0,1083.0,1086.0,2,11,11,Journal of Political Economy,,,,2016-06-24,2105834400.0,,1.0,Robert A. Pollak,,13505.0,robert a pollak,Robert A. Pollak,204465549.0,172.0,118.0,11462.0,2016-06-24
50,2038244249,24292,10.1086/260624,Journal,reply pollak and wachter on the household production approach,"Reply: ""Pollak and Wachter on the Household Production Approach""",,1977,1977-10-01,,The University of Chicago Press,95323914.0,,,85.0,5.0,1083.0,1086.0,2,11,11,Journal of Political Economy,,,,2016-06-24,2614102221.0,,2.0,Michael L. Wachter,,14179.0,michael l wachter,Michael L. Wachter,79576946.0,136.0,107.0,2848.0,2017-05-19
51,2085683676,24562,10.1111/1467-9485.00133,Journal,generalised social security finance in a two country world,Generalised Social Security Finance in a Two-Country World,,1999,1999-08-01,2003-01-07,Blackwell Publishers Ltd,111496547.0,,,46.0,3.0,287.0,302.0,0,2,2,Scottish Journal of Political Economy,,,,2016-06-24,2179664739.0,,1.0,Michael Bräuninger,Federal University Hamburg,15908.0,michael brauninger,Michael Bräuninger,190134885.0,143.0,103.0,714.0,2016-06-24
52,2510634958,30711,10.1086/257041,Journal,industrial revolution in mexico sanford a mosk,Industrial Revolution in Mexico. Sanford A. Mosk,,1951,1951-02-01,,,95323914.0,,,59.0,1.0,82.0,83.0,0,0,0,Journal of Political Economy,,,,2016-09-16,2318712096.0,,1.0,Henry G. Aubrey,,20128.0,henry g aubrey,Henry G. Aubrey,,3.0,3.0,0.0,2016-06-24
53,1520131994,26694,10.1016/0176-2680(91)90045-5,Journal,endogenous technical change p m romer journal of political economy 1990 71 103,"Endogenous technical change : P.M. Romer, Journal of political economy (1990), 71–103",,1991,1991-11-01,,Elsevier,100134864.0,,,7.0,4.0,629.0,632.0,4,1,1,European Journal of Political Economy,,,,2016-06-24,2666656532.0,,1.0,Arnold Heertje,,21184.0,arnold heertje,Arnold Heertje,,1.0,1.0,1.0,2017-06-30
54,1988599987,20692,10.1111/1467-9485.00052,Journal,a picture of male and female unemployment among britain s ethnic minorities,A Picture of Male and Female Unemployment among Britain’s Ethnic Minorities,,1997,1997-05-01,2003-01-07,Blackwell Publishers Ltd,111496547.0,,,44.0,2.0,182.0,197.0,0,69,109,Scottish Journal of Political Economy,,,,2016-06-24,1901109628.0,11983389.0,2.0,Stephen Drinkwater,Manchester Metropolitan University,15446.0,stephen drinkwater,Stephen Drinkwater,877107187.0,97.0,79.0,2095.0,2016-06-24
54,1988599987,20692,10.1111/1467-9485.00052,Journal,a picture of male and female unemployment among britain s ethnic minorities,A Picture of Male and Female Unemployment among Britain’s Ethnic Minorities,,1997,1997-05-01,2003-01-07,Blackwell Publishers Ltd,111496547.0,,,44.0,2.0,182.0,197.0,0,69,109,Scottish Journal of Political Economy,,,,2016-06-24,2120308540.0,11983389.0,3.0,Derek Leslie,Manchester Metropolitan University,16212.0,derek leslie,Derek Leslie,11983389.0,35.0,33.0,952.0,2016-06-24
54,1988599987,20692,10.1111/1467-9485.00052,Journal,a picture of male and female unemployment among britain s ethnic minorities,A Picture of Male and Female Unemployment among Britain’s Ethnic Minorities,,1997,1997-05-01,2003-01-07,Blackwell Publishers Ltd,111496547.0,,,44.0,2.0,182.0,197.0,0,69,109,Scottish Journal of Political Economy,,,,2016-06-24,2203117309.0,39586589.0,1.0,David Blackaby,University of Wales Swansea ,15600.0,david blackaby,David Blackaby,39586589.0,96.0,88.0,1361.0,2016-06-24
54,1988599987,20692,10.1111/1467-9485.00052,Journal,a picture of male and female unemployment among britain s ethnic minorities,A Picture of Male and Female Unemployment among Britain’s Ethnic Minorities,,1997,1997-05-01,2003-01-07,Blackwell Publishers Ltd,111496547.0,,,44.0,2.0,182.0,197.0,0,69,109,Scottish Journal of Political Economy,,,,2016-06-24,2914940439.0,39586589.0,4.0,Philip D. Murphy,University of Wales Swansea ,16261.0,p d murphy,P D Murphy,39586589.0,50.0,46.0,806.0,2019-02-21
55,2510406152,31654,10.1086/256148,Journal,the american carpet manufacture a history and an analysis arthur h cole harold f williamson,"The American Carpet Manufacture: A History and an Analysis. Arthur H. Cole , Harold F. Williamson",,1944,1944-03-01,,,95323914.0,,,52.0,1.0,90.0,91.0,0,0,0,Journal of Political Economy,,,,2016-09-16,2692344867.0,,1.0,Donald L. Kemmerer,,18541.0,donald l kemmerer,Donald L. Kemmerer,,14.0,14.0,6.0,2017-06-30
56,1996003937,28193,10.1086/257984,Journal,price setting problems in the polish economy,Price-setting Problems in the Polish Economy,,1957,1957-12-01,,The University of Chicago Press,95323914.0,,,65.0,6.0,486.0,505.0,0,2,2,Journal of Political Economy,,,,2016-06-24,2640506169.0,,1.0,John Michael Montias,,20043.0,john m montias,John M. Montias,,3.0,3.0,2.0,2017-06-30
57,2054063396,35960,10.1086/250849,Journal,the american negro what he was what he is and what he may become a critical and practical discussion william hannibal thomas,"The American Negro: What He was, What He is, and What He May Become: A Critical and Practical Discussion. William Hannibal Thomas",,1902,1902-03-01,,,95323914.0,,,10.0,2.0,316.0,318.0,0,0,0,Journal of Political Economy,,,,2016-06-24,2655145739.0,,1.0,C. C. Closson,,21226.0,c c closson,C. C. Closson,,1.0,1.0,0.0,2017-06-30
58,2563948901,22608,10.1080/08911916.2014.1002692,Journal,furtado s economic growth of brazil,Furtado’s “Economic Growth of Brazil”,,2014,2014-10-02,2015-06-19,Routledge,113957626.0,,,43.0,4.0,44.0,62.0,2,3,3,International Journal of Political Economy,,,,2017-01-06,2707734536.0,,1.0,Ricardo Bielschowsky,,20979.0,ricardo bielschowsky,Ricardo Bielschowsky,,1.0,1.0,3.0,2017-06-30
59,2056951852,24281,10.1086/259775,Journal,american inventiveness 1870 1920,"American Inventiveness, 1870-1920",,1971,1971-05-01,,The University of Chicago Press,95323914.0,,,79.0,3.0,661.0,667.0,6,25,25,Journal of Political Economy,,,,2016-06-24,2632345311.0,,1.0,Robert Higgs,,19604.0,robert higgs,Robert Higgs,,1.0,1.0,25.0,2017-06-30
60,1982311523,35089,10.1086/250167,Journal,has the standard gold dollar appreciated,Has the Standard Gold Dollar Appreciated,,1893,1893-09-01,,The University Press of Chicago,95323914.0,,,1.0,4.0,503.0,512.0,0,2,2,Journal of Political Economy,,,,2016-06-24,1800478730.0,,1.0,Simon Newcomb,,14792.0,simon newcomb,Simon Newcomb,,263.0,246.0,1382.0,2016-06-24
61,2063638075,23632,10.1086/260937,Journal,a note on lucas s equilibrium model of the business cycle,A Note on Lucas's Equilibrium Model of the Business Cycle,,1980,1980-12-01,,The University of Chicago Press,95323914.0,,,88.0,6.0,1231.0,1236.0,6,10,10,Journal of Political Economy,,,,2016-06-24,1713641911.0,,1.0,Edi Karni,,13978.0,edi karni,Edi Karni,145311948.0,196.0,173.0,6900.0,2016-06-24
62,1524628882,23720,10.1016/0176-2680(89)90013-X,Journal,macro and micro policies for more growth and employment,Macro and micro policies for more growth and employment,,1989,1989-01-01,,Elsevier BV,100134864.0,,,5.0,4.0,582.0,585.0,0,5,5,European Journal of Political Economy,,,,2016-06-24,2154329546.0,,1.0,Frederick van der Ploeg,,14757.0,frederick van der ploeg,Frederick van der Ploeg,40120149.0,163.0,130.0,4217.0,2016-06-24
63,2089279676,27778,10.1086/259684,Journal,planning in crisis,Planning in Crisis,,1970,1970-07-01,,The University of Chicago Press,95323914.0,,,78.0,4.0,948.0,965.0,4,1,1,Journal of Political Economy,,,,2016-06-24,2660497573.0,,1.0,Richard D. Mallon,,21076.0,richard d mallon,Richard D. Mallon,,1.0,1.0,1.0,2017-06-30
64,2014005297,29624,10.1086/258911,Journal,international burden sharing comment,International Burden-sharing: Comment,,1964,1964-06-01,,The University of Chicago Press,95323914.0,,,72.0,3.0,312.0,313.0,0,0,0,Journal of Political Economy,,,,2016-06-24,2696793742.0,,1.0,James E. Price,,21226.0,james e price,James E. Price,,1.0,1.0,0.0,2017-06-30
65,2517862219,35253,10.1086/251475,Journal,gold prices and wages under the greenback standard wesley c mitchell,Gold Prices and Wages under the Greenback Standard. Wesley C. Mitchell,,1908,1908-11-01,,,95323914.0,,,16.0,9.0,629.0,631.0,0,0,0,Journal of Political Economy,,,,2016-09-16,2097072423.0,,1.0,J. Laurence Laughlin,,17085.0,j laurence laughlin,J. Laurence Laughlin,,45.0,45.0,87.0,2016-06-24
66,2508972212,33436,10.1086/253727,Journal,american agriculture and the european market e g nourse,American Agriculture and the European Market. E. G. Nourse,,1925,1925-12-01,,,95323914.0,,,33.0,6.0,684.0,687.0,0,0,0,Journal of Political Economy,,,,2016-09-16,2659832881.0,,1.0,C. L. Holmes,,21226.0,c l holmes,C. L. Holmes,,1.0,1.0,0.0,2017-06-30
67,1987822861,20430,10.1016/J.EJPOLECO.2006.12.001,Journal,to draft or not to draft inefficiency generational incidence and political economy of military conscription,"To draft or not to draft? Inefficiency, generational incidence, and political economy of military conscription",,2007,2007-12-01,2007-03-26,North-Holland,100134864.0,,,23.0,4.0,975.0,987.0,15,30,56,European Journal of Political Economy,,,,2016-06-24,54814828.0,,1.0,Panu Poutvaara,"Department of Economics, University of Helsinki, Arkadiankatu 7 (P.O. Box 17), 00014 University of Helsinki, Finland",14942.0,panu poutvaara,Panu Poutvaara,8204097.0,288.0,165.0,2471.0,2016-06-24
67,1987822861,20430,10.1016/J.EJPOLECO.2006.12.001,Journal,to draft or not to draft inefficiency generational incidence and political economy of military conscription,"To draft or not to draft? Inefficiency, generational incidence, and political economy of military conscription",,2007,2007-12-01,2007-03-26,North-Holland,100134864.0,,,23.0,4.0,975.0,987.0,15,30,56,European Journal of Political Economy,,,,2016-06-24,2408701899.0,114112103.0,2.0,Andreas Wagener,"Institute of Social Policy, University of Hannover, Koenigsworther Platz 1, 30167 Hannover, Germany",15081.0,andreas wagener,Andreas Wagener,114112103.0,177.0,122.0,1260.0,2016-06-24
68,2511240391,32784,10.1086/254302,Journal,trade associations joseph henry foth,Trade Associations. Joseph Henry Foth,,1931,1931-12-01,,,95323914.0,,,39.0,6.0,848.0,849.0,0,0,0,Journal of Political Economy,,,,2016-09-16,2321794316.0,,1.0,Myron W. Watkins,,18534.0,myron w watkins,Myron W. Watkins,,14.0,14.0,7.0,2016-06-24
69,1983488542,27339,10.1111/J.1467-9485.1969.TB00029.X,Journal,some aspects of nuclear power economics in the united kingdom1,SOME ASPECTS OF NUCLEAR POWER ECONOMICS IN THE UNITED KINGDOM1,,1969,1969-06-01,2007-10-09,Blackwell Publishing Ltd,111496547.0,,,16.0,2.0,22.0,42.0,0,0,0,Scottish Journal of Political Economy,,,,2016-06-24,2571810307.0,153648349.0,1.0,M. G. Webb,*University of Leicester.,21226.0,m g webb,M. G. Webb,153648349.0,1.0,1.0,0.0,2017-01-26
70,3183207818,27985,,,a revolucao agricola no brasil singularidade do desenvolvimento do capitalismo na agricultura brasileira 1850 1930,A revolução agrícola no Brasil: singularidade do desenvolvimento do capitalismo na agricultura brasileira: 1850-1930,,1988,1988-01-01,,,,,,8.0,2.0,,,0,0,0,Brazilian Journal of Political Economy,,,,2021-08-02,3186314886.0,,1.0,Cláudio Gontijo,,21226.0,claudio gontijo,Cláudio Gontijo,,1.0,1.0,0.0,2021-08-02
71,1996884420,34188,10.1086/251825,Journal,the new york cloakmakers strike,The New York Cloakmakers' Strike,,1911,1911-03-01,,The University of Chicago Press,95323914.0,,,19.0,3.0,153.0,187.0,0,1,1,Journal of Political Economy,,,,2016-06-24,2519112861.0,,1.0,John Bruce McPherson,,21164.0,john bruce mcpherson,John Bruce McPherson,,1.0,1.0,1.0,2016-09-23
72,2069369313,24258,10.1086/260355,Journal,inflation free pricing rules for a generalized commodity reserve currency,Inflation-free Pricing Rules for a Generalized Commodity-Reserve Currency,,1975,1975-08-01,,The University of Chicago Press,95323914.0,,,83.0,4.0,779.0,790.0,8,8,8,Journal of Political Economy,,,,2016-06-24,2411262677.0,,1.0,Jon C. Luke,,19994.0,jon c luke,Jon C. Luke,,1.0,1.0,8.0,2016-06-24
73,2512271557,28265,10.1086/260402,Journal,crisis in economic theory a study of monetary policy analysis and economic goals william j frazer jr,"Crisis in Economic Theory: A Study of Monetary Policy, Analysis, and Economic Goals. William J. Frazer, Jr.",,1975,1975-12-01,,,95323914.0,,,83.0,6.0,1299.0,1301.0,0,0,0,Journal of Political Economy,,,,2016-09-16,2674122671.0,,1.0,Robert Laurent,,21226.0,robert laurent,Robert Laurent,,1.0,1.0,0.0,2017-06-30
74,2896828105,21771,10.1111/SJPE.12195,Journal,estimating market power using a composed error model,Estimating market power using a composed error model,,2019,2019-09-01,2018-10-17,"John Wiley & Sons, Ltd",111496547.0,,,66.0,4.0,489.0,510.0,42,4,4,Scottish Journal of Political Economy,,,,2018-10-26,1245504542.0,184565670.0,1.0,Mustafa U. Karakaplan,Georgetown University,16546.0,mustafa karakaplan,Mustafa Karakaplan,20126385.0,86.0,84.0,349.0,2016-06-24
74,2896828105,21771,10.1111/SJPE.12195,Journal,estimating market power using a composed error model,Estimating market power using a composed error model,,2019,2019-09-01,2018-10-17,"John Wiley & Sons, Ltd",111496547.0,,,66.0,4.0,489.0,510.0,42,4,4,Scottish Journal of Political Economy,,,,2018-10-26,1809916159.0,189196454.0,2.0,Levent Kutlu, University of Texas at Arlington,16731.0,levent kutlu,Levent Kutlu,86519309.0,64.0,58.0,443.0,2016-06-24
75,2032571827,21364,10.1111/J.1467-9485.2012.00589.X,Journal,population density house prices and mortgage design,"Population Density, House Prices and Mortgage Design",,2012,2012-11-01,2012-10-02,"John Wiley & Sons, Ltd",111496547.0,,,59.0,5.0,444.0,466.0,24,11,11,Scottish Journal of Political Economy,,,,2016-06-24,2296003338.0,46860202.0,1.0,David Miles,"Monetary Policy Committee, The Bank of England",13911.0,david miles,David Miles,47508984.0,271.0,245.0,13588.0,2016-06-24
